brand,model,year,mileage,condition,color,owners_count,accident,month,price,days_to_sell,brand_encoded,model_encoded,color_encoded,age,mileage_per_year,is_premium_color,price_normalized
Exeed,LX,2014,203639,5,Синий,3,0,7,336000,61,3,31,4,12,15664.538461538461,0,0.4264757901745771
Mazda,3,2021,83200,6,Серебристый,1,0,5,1210000,31,9,0,2,5,13866.666666666666,1,1.3385442821481337
Toyota,Corolla,2012,244044,10,Серебристый,2,0,2,338000,21,13,15,2,14,16269.6,1,0.40113250650097615
Geely,Coolray,2022,39366,1,Черный,2,0,11,892000,76,4,14,5,4,7873.2,1,1.12672935926044
Changan,CS55,2012,333263,6,Синий,1,0,6,253000,48,1,10,4,14,22217.533333333333,0,0.29928945198406276
Volkswagen,Passat,2018,174387,2,Серый,1,0,7,606000,60,15,37,3,8,19376.333333333332,1,0.7064975506019063
Skoda,Rapid,2015,169144,4,Белый,1,0,1,468000,76,12,45,0,11,14095.333333333334,1,0.5509314947924308
Volkswagen,Tiguan,2018,174470,10,Красный,3,1,6,737000,42,15,55,1,8,19385.555555555555,0,0.8213626606750593
Geely,Atlas Pro,2019,21321,4,Черный,2,0,1,821000,79,4,7,5,7,2665.125,1,1.0335304685348614
Mercedes-Benz,C-Class,2022,77290,6,Синий,1,0,9,1402000,45,10,8,4,4,15458.0,0,1.700094448357559
Changan,UNI-K,2022,83500,10,Белый,1,1,10,1389000,76,1,58,0,4,16700.0,1,1.7071109295940825
Changan,CS35 Plus,2016,67318,6,Красный,3,0,11,604000,74,1,9,1,10,6119.818181818182,0,0.724178991713955
Chery,Tiggo 8,2013,189944,4,Красный,4,0,7,290000,75,2,54,1,13,13567.42857142857,0,0.35348991017595666
Hyundai,Tucson,2021,59262,2,Серый,2,0,4,1001000,67,6,56,3,5,9877.0,1,1.2094317183286367
Mercedes-Benz,E-Class,2023,71444,9,Серебристый,1,1,9,1634000,62,10,18,2,3,17861.0,1,1.7910533637283963
Skoda,Kodiaq,2016,236058,1,Красный,2,0,6,338000,61,12,30,1,10,21459.81818181818,0,0.4171796394088054
Toyota,Land Cruiser Prado,2012,282739,9,Серый,1,1,6,302000,51,13,32,3,14,18849.266666666666,1,0.3223458349810498
Volkswagen,Passat,2013,183362,1,Серый,2,0,2,273000,74,15,37,3,13,13097.285714285714,1,0.31827364903353206
Hyundai,Solaris,2022,72164,8,Черный,2,0,6,1674000,28,6,48,5,4,14432.8,1,2.0544006093883898
Chery,Arrizo 8,2014,221584,9,Синий,3,0,11,410000,57,2,6,4,12,17044.923076923078,0,0.4903771232663238
Nissan,X-Trail,2013,255595,5,Черный,4,0,6,283000,45,11,61,5,13,18256.785714285714,1,0.338945351264415
Haval,Dargo,2015,213888,4,Красный,3,0,6,370000,81,5,17,1,11,17824.0,0,0.45790433911269557
Changan,Alsvin,2013,213249,8,Красный,2,0,7,159000,37,1,5,1,13,15232.07142857143,0,0.42595251435775316
Toyota,Land Cruiser Prado,2020,120405,6,Серый,1,0,4,1026000,38,13,32,3,6,17200.714285714286,1,1.095121942683964
Changan,Alsvin,2025,7773,8,Серебристый,1,0,4,956000,27,1,5,2,1,3886.5,1,2.561072979408881
Toyota,Camry,2025,19967,3,Белый,1,0,1,1755000,72,13,13,0,1,9983.5,1,1.9858823109461172
Mercedes-Benz,GLC,2011,269240,3,Красный,1,1,12,176000,90,10,21,1,15,16827.5,0,0.21237927899648182
Mazda,3,2022,39240,1,Синий,1,0,11,1079000,65,9,0,4,4,7848.0,0,1.1936275044940794
BMW,3 Series,2011,289690,4,Белый,2,0,8,213000,66,0,1,0,15,18105.625,1,0.24924337091799514
Kia,Sorento,2025,9416,10,Серебристый,1,0,6,2381000,33,7,49,2,1,4708.0,1,2.6929235290097724
Mercedes-Benz,C-Class,2013,246546,8,Белый,3,0,1,334000,32,10,8,0,13,17610.428571428572,1,0.40501536786834863
UAZ,Profi,2021,93919,4,Синий,2,0,7,327000,75,14,41,4,5,15653.166666666666,0,1.2905691483382666
Lada,Vesta,2019,167684,2,Серый,1,0,9,198000,61,8,60,3,7,20960.5,1,0.6975362652544325
Kia,K5,2025,17460,3,Черный,1,0,6,1719000,67,7,28,5,1,8730.0,1,1.9508141344365582
Volkswagen,Tiguan,2012,145371,5,Красный,1,0,7,354000,51,15,55,1,14,9691.4,0,0.39452154936088324
Skoda,Octavia,2016,128349,4,Черный,2,1,12,456000,84,12,36,5,10,11668.09090909091,1,0.521709743510311
UAZ,Profi,2024,29573,9,Черный,1,1,10,599000,60,14,41,5,2,9857.666666666666,1,2.3640700912985375
Nissan,Juke,2012,222100,4,Серый,3,0,10,262000,57,11,27,3,14,14806.666666666666,1,0.29381868445331166
Exeed,VX,2025,21179,3,Красный,1,0,12,1649000,89,3,59,1,1,10589.5,0,2.096869103465764
Geely,Atlas Pro,2022,72859,8,Красный,1,0,12,1512000,63,4,7,1,4,14571.8,0,1.9034081223199883
Changan,CS55,2023,36966,7,Белый,1,0,11,1598000,58,1,10,0,3,9241.5,1,1.8903736927689025
Kia,Sorento,2019,81135,2,Серый,2,0,9,742000,67,7,49,3,7,10141.875,1,0.8392059044625163
Volkswagen,Tiguan,2011,184130,2,Белый,2,0,1,238000,78,15,55,0,15,11508.125,1,0.2652433015477125
Changan,CS55,2020,106304,8,Красный,1,0,3,1109000,17,1,10,1,6,15186.285714285714,0,1.3119051472344887
UAZ,Pickup,2021,21975,3,Красный,2,0,9,304000,62,14,39,1,5,3662.5,0,1.1607579823389642
Toyota,Camry,2021,121125,1,Красный,2,1,3,695000,70,13,13,1,5,20187.5,0,0.7864320262721091
Kia,Sportage,2018,133739,10,Белый,1,1,11,857000,57,7,50,0,8,14859.888888888889,1,0.9853653635775044
Kia,Rio,2015,183966,9,Красный,2,0,3,584000,21,7,46,1,11,15330.5,0,0.6936606640508647
Skoda,Kodiaq,2013,168519,5,Белый,2,0,6,373000,44,12,30,0,13,12037.07142857143,1,0.46037871449551604
Hyundai,Santa Fe,2018,168927,7,Серебристый,3,0,4,756000,34,6,47,2,8,18769.666666666668,1,0.8765217391304347
Mazda,CX-30,2014,258524,3,Красный,3,0,11,306000,68,9,11,1,12,19886.46153846154,0,0.3526133639593948
Haval,F7,2023,37278,1,Синий,1,0,1,1001000,80,5,19,4,3,9319.5,0,1.1905129683415099
Hyundai,Solaris,2016,235584,10,Серый,3,0,7,590000,33,6,48,3,10,21416.727272727272,1,0.7240718993662784
UAZ,Hunter,2018,171328,6,Серебристый,2,0,10,231000,50,14,24,2,8,19036.444444444445,1,0.8794026036259084
Mercedes-Benz,C-Class,2025,12634,7,Черный,1,1,9,1879000,57,10,8,5,1,6317.0,1,2.2785145994749314
Kia,K5,2020,94721,2,Черный,2,1,11,684000,80,7,28,5,6,13531.57142857143,1,0.776240179147531
BMW,X5,2016,163143,9,Серебристый,3,0,11,703000,47,0,63,2,10,14831.181818181818,1,0.8249230451399648
Nissan,Almera,2024,37524,9,Черный,1,0,4,2174000,28,11,4,5,2,12508.0,1,2.3462831489188565
Mazda,6,2014,220330,6,Черный,4,1,8,319000,56,9,3,5,12,16948.46153846154,1,0.3758705838890941
Lada,Vesta,2011,172978,1,Синий,1,0,2,73000,72,8,60,4,15,10811.125,0,0.25717246143218975
Geely,Monjaro,2025,16097,9,Красный,1,0,5,2307000,32,4,34,1,1,8048.5,0,2.8120846535214348
Volkswagen,Jetta,2016,172919,3,Белый,2,0,11,498000,86,15,25,0,10,15719.90909090909,1,0.5813449187759728
UAZ,Patriot,2018,157687,7,Красный,2,0,11,264000,58,14,38,1,8,17520.777777777777,0,0.9249776302029992
Lada,Largus,2017,160661,4,Черный,3,0,11,189000,77,8,33,5,9,16066.1,1,0.6683997892148252
Chery,Tiggo 4,2023,40535,8,Синий,1,0,2,973000,33,2,52,4,3,10133.75,0,2.106294404973357
Skoda,Octavia,2019,32297,5,Серый,1,1,1,728000,83,12,36,3,7,4037.125,1,0.8329050291129526
UAZ,Patriot,2025,18298,8,Красный,1,0,6,750000,43,14,38,1,1,9149.0,0,2.627777358531248
Exeed,LX,2025,17007,1,Серебристый,1,1,9,1139000,77,3,31,2,1,8503.5,1,1.4457021577644147
Mercedes-Benz,E-Class,2013,185140,1,Серебристый,2,0,4,293000,51,10,18,2,13,13224.285714285714,1,0.3211619556746757
Geely,Tugella,2025,19692,10,Серый,1,1,1,1955000,48,4,57,3,1,9846.0,1,2.4225892735707917
Hyundai,Creta,2017,169837,4,Синий,2,0,6,577000,64,6,16,4,9,16983.7,0,0.6778821666115187
Kia,Sorento,2022,86289,2,Черный,2,1,4,841000,58,7,49,5,4,17257.8,1,0.9511754254083237
Geely,Tugella,2017,127727,8,Белый,2,0,11,747000,53,4,57,0,9,12772.7,1,0.9256645459628549
Geely,Monjaro,2013,280366,4,Серый,4,1,2,200000,76,4,34,3,13,20026.14285714286,1,0.24378713944702513
Changan,UNI-K,2019,146070,8,Красный,1,0,1,894000,49,1,58,1,7,18258.75,0,1.0987452635400359
Kia,Sorento,2014,230705,2,Серебристый,2,0,9,273000,78,7,49,2,12,17746.53846153846,1,0.30876443654752955
Lada,Granta,2016,174289,5,Синий,2,1,4,134000,65,8,23,4,10,15844.454545454546,0,0.4730442362170407
Chery,Tiggo 4,2021,80512,7,Белый,2,1,11,585000,78,2,52,0,5,13418.666666666666,1,1.2663743339253997
Geely,Coolray,2021,105169,8,Серый,1,1,4,1098000,45,4,14,3,5,17528.166666666668,1,1.3869381574752948
Hyundai,Santa Fe,2012,314413,10,Синий,3,0,6,346000,38,6,47,4,14,20960.866666666665,0,0.4011594202898551
Chery,Tiggo 7 Pro,2021,77543,6,Черный,1,0,4,1132000,56,2,53,5,5,12923.833333333334,1,1.3877310841955572
Haval,F7x,2024,40241,7,Красный,1,0,8,1820000,60,5,20,1,2,13413.666666666666,0,2.2688817617182155
BMW,5 Series,2016,121901,10,Серебристый,3,0,9,774000,33,0,2,2,10,11081.90909090909,1,0.8953622883583974
Lada,Vesta,2020,56122,10,Черный,1,1,7,353000,48,8,60,5,6,8017.428571428572,1,1.2435873819940133
Chery,Arrizo 8,2023,55446,3,Черный,1,0,3,1256000,70,2,6,5,3,13861.5,1,1.5022284556646408
Chery,Arrizo 8,2012,237682,5,Черный,2,0,9,259000,39,2,6,5,14,15845.466666666667,1,0.309774816892629
Volkswagen,Jetta,2025,14873,9,Синий,1,0,7,2323000,39,15,25,4,1,7436.5,0,2.7117755950132225
Exeed,VX,2018,159893,9,Красный,3,0,10,737000,39,3,59,1,8,17765.88888888889,0,0.9371695144052565
Hyundai,Creta,2013,121573,1,Белый,4,1,1,252000,95,6,16,0,13,8683.785714285714,1,0.2960594557818071
Changan,CS35 Plus,2018,144917,7,Синий,3,0,11,785000,66,1,9,4,8,16101.888888888889,0,0.9411928948600242
Chery,Tiggo 8,2011,198503,8,Серый,4,0,4,284000,34,2,54,3,15,12406.4375,1,0.3461763258274886
Hyundai,Santa Fe,2012,162134,10,Серебристый,3,0,9,438000,43,6,47,2,14,10808.933333333332,1,0.5078260869565218
Changan,CS35 Plus,2019,186485,7,Серый,1,0,10,830000,62,1,9,3,7,23310.625,1,0.9951466276863951
Skoda,Rapid,2015,192445,8,Серебристый,3,0,5,540000,24,12,45,2,11,16037.083333333334,1,0.6356901862989585
Geely,Coolray,2012,330438,8,Синий,4,1,3,255000,44,4,14,4,14,22029.2,0,0.3221031240038253
Kia,K5,2016,109078,6,Серебристый,2,0,4,659000,30,7,28,2,10,9916.181818181818,1,0.7478688275705013
Mazda,6,2023,58574,6,Красный,1,0,4,1621000,41,9,3,1,3,14643.5,0,1.9099881394489704
Haval,Jolion,2022,92138,3,Серебристый,2,0,4,834000,54,5,26,2,4,18427.6,1,1.3792603335750544
Hyundai,Santa Fe,2015,134611,2,Красный,1,0,3,456000,54,6,47,1,11,11217.583333333334,0,0.528695652173913
UAZ,Profi,2011,269820,6,Белый,4,0,8,82000,50,14,41,0,15,16863.75,1,0.3236289607453757
Hyundai,Santa Fe,2022,71230,6,Серый,2,0,1,1472000,54,6,47,3,4,14246.0,1,1.7066666666666668
Mazda,3,2024,35855,2,Белый,1,0,3,1435000,51,9,0,0,2,11951.666666666666,1,1.587447144531051
Kia,Sportage,2020,114031,1,Серебристый,2,0,1,742000,67,7,50,2,6,16290.142857142857,1,0.8531401397602196
Nissan,Qashqai,2012,290925,3,Серый,3,1,11,179000,97,11,42,3,14,19395.0,1,0.21153994210396648
Haval,Dargo,2022,77583,9,Черный,1,1,6,1320000,63,5,17,5,4,15516.6,1,1.633604669266914
BMW,X3,2021,63533,5,Серый,2,0,11,1180000,48,0,62,3,5,10588.833333333334,1,1.3424447663615195
Mercedes-Benz,E-Class,2017,236518,6,Белый,2,0,7,492000,37,10,18,0,9,23651.8,1,0.5392890177199333
Skoda,Octavia,2024,34825,8,Синий,1,0,6,1868000,39,12,36,4,2,11608.333333333334,0,2.13717938788873
Geely,Coolray,2014,263500,4,Серый,1,0,11,290000,85,4,14,3,12,20269.23076923077,1,0.3663133567102327
Exeed,VX,2022,62430,3,Серый,2,0,1,1026000,86,3,59,3,4,12486.0,1,1.3046620376930709
Mazda,3,2023,43857,5,Черный,1,0,11,1570000,52,9,0,5,3,10964.25,1,1.7367888619608014
Geely,Atlas Pro,2023,57747,4,Серый,1,0,1,1330000,87,4,7,3,3,14436.75,1,1.67429418167036
UAZ,Patriot,2017,134599,10,Белый,2,0,1,299000,44,14,38,0,9,13459.9,1,1.0476072402677907
BMW,X3,2022,80497,8,Черный,2,0,1,1493000,26,0,62,5,4,16099.4,1,1.6985339289641939
Volkswagen,Jetta,2014,170433,7,Красный,4,0,12,429000,51,15,25,1,12,13110.23076923077,0,0.500797128825085
Hyundai,Creta,2025,16387,4,Белый,1,0,10,1758000,62,6,16,0,1,8193.5,1,2.065367155811178
Skoda,Octavia,2020,36251,5,Серый,2,0,12,1063000,60,12,36,3,6,5178.714285714285,1,1.2161786345426768
Kia,Sorento,2022,55328,10,Белый,2,0,9,1723000,32,7,49,0,4,11065.6,1,1.9487220665618807
Geely,Coolray,2023,64396,7,Белый,1,0,5,1537000,55,4,14,0,3,16099.0,1,1.9414607905642334
Chery,Tiggo 4,2014,294788,3,Синий,2,1,5,123000,70,2,52,4,12,22676.0,0,0.2662633214920071
Skoda,Kodiaq,2024,34213,4,Красный,1,0,9,1577000,77,12,30,1,2,11404.333333333334,0,1.9464268974783614
Hyundai,Tucson,2020,152486,6,Серебристый,1,1,6,765000,72,6,56,2,6,21783.714285714286,1,0.9242909735478593
Haval,Jolion,2025,15003,3,Серебристый,1,1,8,924000,85,5,26,2,1,7501.5,1,1.528101376766607
Kia,K5,2020,77416,10,Красный,2,1,10,1095000,62,7,28,1,6,11059.42857142857,0,1.2426651990738984
Hyundai,Santa Fe,2018,154146,10,Серый,2,0,7,961000,40,6,47,3,8,17127.333333333332,1,1.1142028985507246
UAZ,Pickup,2014,258560,10,Серебристый,2,0,4,134000,30,14,39,2,12,19889.23076923077,1,0.5116499001099382
Hyundai,Creta,2016,273348,8,Белый,1,1,2,438000,43,6,16,0,10,24849.81818181818,1,0.5145795302874266
Hyundai,Santa Fe,2023,55386,7,Серый,1,0,11,1640000,55,6,47,3,3,13846.5,1,1.901449275362319
UAZ,Hunter,2018,75564,4,Белый,1,0,4,243000,52,14,24,0,8,8396.0,1,0.9250858557623193
Hyundai,Solaris,2018,138193,8,Серый,1,0,4,946000,17,6,48,3,8,15354.777777777777,1,1.1609695200008463
Mazda,CX-30,2012,219089,4,Красный,3,0,2,273000,54,9,11,1,14,14605.933333333332,0,0.3145864325520091
Nissan,Almera,2025,14383,4,Синий,1,0,2,1676000,51,11,4,4,1,7191.5,0,1.808818103766331
Kia,K5,2019,164426,3,Серый,1,0,4,704000,47,7,28,3,7,20553.25,1,0.7989372604091547
Changan,Alsvin,2025,19556,5,Синий,1,1,10,628000,64,1,5,4,1,9778.0,0,1.682378484381566
Kia,Rio,2020,52226,3,Серебристый,1,0,2,1012000,65,7,46,2,6,7460.857142857143,1,1.2020284109922519
BMW,5 Series,2018,136764,9,Белый,1,1,3,799000,36,0,2,0,8,15196.0,1,0.9242822589126092
Mazda,CX-5,2017,177192,6,Белый,3,1,11,531000,63,9,12,0,9,17719.2,1,0.6685808353432104
Nissan,Almera,2024,27412,6,Белый,1,1,1,1389000,63,11,4,0,2,9137.333333333334,1,1.499074192202526
Skoda,Kodiaq,2011,218997,7,Серебристый,1,0,3,318000,38,12,30,2,15,13687.3125,1,0.3924944536449708
Haval,F7x,2025,20041,3,Черный,1,0,10,1568000,65,5,20,5,1,10020.5,1,1.9547289024033856
Geely,Coolray,2025,13366,3,Черный,1,0,7,1625000,85,4,14,5,1,6683.0,1,2.0526179470832004
Nissan,Almera,2020,128692,2,Красный,1,0,9,814000,69,11,4,1,6,18384.571428571428,0,0.8785071219962968
Chery,Tiggo 7 Pro,2016,180555,6,Красный,3,0,7,530000,55,2,53,1,10,16414.090909090908,0,0.6497327514343157
Kia,Rio,2024,30519,5,Серый,1,1,7,1356000,66,7,46,3,2,10173.0,1,1.6106230487208435
Mazda,CX-30,2020,156817,1,Белый,1,0,3,736000,72,9,11,0,6,22402.428571428572,1,0.8481158035101783
Hyundai,Creta,2020,64730,9,Черный,2,0,4,1329000,29,6,16,5,6,9247.142857142857,1,1.5613611775159588
Skoda,Karoq,2025,11669,10,Серебристый,1,0,7,2446000,30,12,29,2,1,5834.5,1,2.8382131389527188
BMW,X5,2019,138688,5,Черный,1,0,1,921000,54,0,63,5,7,17336.0,1,1.080731329408119
Hyundai,Creta,2013,205776,10,Черный,3,1,3,387000,44,6,16,5,13,14698.285714285714,1,0.45466273566491805
Toyota,Land Cruiser Prado,2023,50030,1,Синий,1,0,4,1146000,58,13,32,4,3,12507.5,0,1.2232063804247784
Volkswagen,Tiguan,2019,108636,1,Серебристый,1,0,7,727000,75,15,55,2,7,13579.5,1,0.810217984139441
Chery,Arrizo 8,2025,18915,5,Серый,1,0,2,1754000,59,2,6,3,1,9457.5,1,2.0978572541686145
Exeed,TX,2013,234641,9,Белый,4,1,1,305000,62,3,51,0,13,16760.071428571428,1,0.37796124629844213
UAZ,Hunter,2017,163552,1,Белый,3,0,3,143000,66,14,24,0,9,16355.2,1,0.5443920879588957
Nissan,X-Trail,2014,180822,6,Черный,3,0,2,431000,52,11,61,5,12,13909.384615384615,1,0.5162029907949218
Haval,Dargo,2013,283811,9,Синий,1,0,11,327000,63,5,17,4,13,20272.214285714286,0,0.404688429432031
Mazda,CX-5,2019,156178,10,Синий,2,1,9,900000,46,9,12,4,7,19522.25,0,1.133187856513916
Hyundai,Tucson,2014,270495,8,Белый,4,1,12,334000,59,6,56,0,12,20807.30769230769,1,0.4035466472744902
Exeed,TX,2015,277364,10,Синий,3,1,6,358000,53,3,51,4,11,23113.666666666668,0,0.4436397579503026
BMW,3 Series,2014,346366,3,Красный,1,0,12,317000,73,0,1,1,12,26643.53846153846,0,0.3709396646995514
Toyota,Camry,2015,264273,1,Черный,2,0,5,306000,56,13,13,5,11,22022.75,1,0.3462564029341948
Hyundai,Creta,2016,113733,6,Черный,1,0,1,689000,45,6,16,5,10,10339.363636363636,1,0.8094641469589885
Exeed,RX,2023,41782,2,Черный,1,1,7,969000,76,3,44,5,3,10445.5,1,1.2198114377402591
Mazda,CX-5,2018,119279,10,Черный,2,1,11,887000,58,9,12,5,8,13253.222222222223,1,1.1168195874753817
Nissan,X-Trail,2019,79707,7,Белый,2,1,3,951000,53,11,61,0,7,9963.375,1,1.1390001026588645
Haval,F7,2021,63036,5,Серебристый,2,0,7,1043000,69,5,19,2,5,10506.0,1,1.2404645614187761
Changan,CS55,2024,42694,7,Серебристый,1,1,4,1589000,64,1,10,2,2,14231.333333333334,1,1.8797270324216433
Hyundai,Tucson,2014,241016,8,Серебристый,3,0,6,394000,35,6,56,2,12,18539.69230769231,1,0.4760400569645184
Hyundai,Solaris,2019,85643,2,Черный,1,0,5,757000,49,6,48,5,7,10705.375,1,0.9290210641021571
Exeed,VX,2019,90144,4,Белый,1,1,6,628000,88,3,59,0,7,11268.0,1,0.7985650679057003
Exeed,TX,2020,78069,8,Красный,2,0,12,1189000,52,3,51,1,6,11152.714285714286,0,1.473429251963435
Changan,CS35 Plus,2025,15050,1,Синий,1,1,9,1074000,71,1,9,4,1,7525.0,0,1.2876957567893834
Haval,Jolion,2021,127014,8,Синий,2,0,6,939000,48,5,26,4,5,21169.0,0,1.5529082172985325
Chery,Tiggo 7 Pro,2022,115445,9,Красный,1,1,12,1248000,65,2,53,1,4,23089.0,0,1.529936743000049
Nissan,X-Trail,2018,90337,2,Черный,2,1,6,528000,83,11,61,5,8,10037.444444444445,1,0.6323786058926189
Changan,Alsvin,2025,26998,8,Синий,1,0,1,982000,44,1,5,4,1,13499.0,0,2.6307255918195827
UAZ,Hunter,2019,36344,10,Белый,2,0,12,378000,42,14,24,0,7,4543.0,1,1.439022442296941
Skoda,Octavia,2021,75982,1,Серебристый,1,0,11,960000,76,12,36,2,5,12663.666666666666,1,1.0983363021269705
UAZ,Profi,2012,320586,10,Серый,3,1,3,89000,48,14,41,3,14,21372.4,1,0.3512558232480298
BMW,X3,2024,47998,8,Синий,1,1,11,1755000,58,0,62,4,2,15999.333333333334,0,1.9966021736987007
Haval,F7x,2016,134673,2,Красный,2,0,5,433000,59,5,20,1,10,12243.0,0,0.5397943971560369
Exeed,VX,2023,63664,7,Белый,1,0,11,1511000,55,3,59,0,3,15916.0,1,1.921388244594766
Haval,Dargo,2012,199736,6,Черный,4,1,2,257000,78,5,17,5,14,13315.733333333334,1,0.31805787878908853
Skoda,Rapid,2019,173624,5,Белый,1,0,11,830000,68,12,45,0,7,21703.0,1,0.9770793604224732
Lada,Granta,2022,53360,3,Серый,2,1,2,305000,101,8,23,3,4,10672.0,1,1.0767051645238612
Volkswagen,Tiguan,2017,216904,1,Серебристый,1,1,9,339000,78,15,55,2,9,21690.4,1,0.377804534557456
Toyota,Land Cruiser Prado,2023,58862,1,Черный,1,0,6,1110000,60,13,32,5,3,14715.5,1,1.1847810491025341
Changan,UNI-K,2014,314508,4,Синий,3,0,1,307000,64,1,58,4,12,24192.923076923078,0,0.3773096151082673
Geely,Tugella,2022,63549,10,Синий,2,1,12,1328000,74,4,57,4,4,12709.8,0,1.64562585948952
Skoda,Rapid,2020,61022,8,Синий,1,0,2,1154000,24,12,45,4,6,8717.42857142857,0,1.3584934722018482
Hyundai,Solaris,2025,15229,6,Серебристый,1,0,1,2177000,56,6,48,2,1,7614.5,1,2.671702584610827
BMW,X3,2015,251703,4,Красный,3,0,5,343000,38,0,62,1,11,20975.25,0,0.3902191142898315
Geely,Coolray,2022,24074,2,Серебристый,1,0,5,1061000,71,4,14,2,4,4814.8,1,1.3402016257570928
Nissan,Almera,2025,16975,1,Красный,1,1,9,1125000,75,11,4,1,1,8487.5,0,1.2141529634469703
Exeed,VX,2023,30838,5,Красный,1,0,3,1426000,39,3,59,1,3,7709.5,0,1.8133022083336443
Haval,Dargo,2014,224532,5,Серый,2,0,10,348000,47,5,17,3,12,17271.69230769231,1,0.4306775946249137
Changan,CS55,2022,76648,3,Красный,2,0,7,1092000,69,1,10,1,4,15329.6,0,1.2917947888007768
Hyundai,Tucson,2024,57621,2,Красный,1,1,9,1171000,79,6,56,1,2,19207.0,0,1.4148297124503832
Mercedes-Benz,C-Class,2016,170094,4,Белый,1,0,12,548000,69,10,8,0,10,15463.09090909091,1,0.6645162323109433
Hyundai,Creta,2012,271651,7,Белый,2,0,4,323000,20,6,16,0,14,18110.066666666666,1,0.379473032609221
Skoda,Rapid,2017,187671,3,Серебристый,3,0,9,513000,66,12,45,2,9,18767.1,1,0.6039056769840105
Volkswagen,Tiguan,2016,84306,4,Серый,2,0,3,653000,58,15,55,3,10,7664.181818181818,1,0.7277473777758666
Geely,Monjaro,2015,182580,3,Серый,3,0,8,391000,76,4,34,3,11,15215.0,1,0.47660385761893415
Haval,Jolion,2025,13405,5,Серый,1,0,3,1425000,39,5,26,3,1,6702.5,1,2.3566498505329165
Lada,Vesta,2015,159336,10,Синий,2,0,7,190000,42,8,60,4,11,13278.0,0,0.669352981809809
Lada,Granta,2023,35633,1,Серебристый,1,1,3,313000,73,8,23,2,3,8908.25,1,1.1049466114621922
UAZ,Pickup,2012,225779,10,Красный,3,0,9,107000,29,14,39,1,14,15051.933333333332,0,0.40855626352062224
Changan,UNI-K,2022,121305,5,Белый,1,0,4,1264000,43,1,58,0,4,24261.0,1,1.5534832361460909
Hyundai,Creta,2021,80402,3,Красный,2,0,3,1001000,73,6,16,1,5,13400.333333333334,0,1.1760139493555115
Hyundai,Tucson,2021,30657,9,Серебристый,2,1,1,1298000,61,6,56,2,5,5109.5,1,1.5682740962942763
Volkswagen,Polo,2013,92588,3,Белый,3,1,6,311000,91,15,40,0,13,6613.428571428572,1,0.3402152756435586
BMW,X5,2014,165329,10,Красный,4,0,7,563000,38,0,63,1,12,12717.615384615385,0,0.6606424956099576
Mazda,CX-30,2020,118104,1,Синий,2,0,3,780000,61,9,11,4,6,16872.0,0,0.8988183787200259
Lada,Largus,2014,265084,1,Серый,1,0,5,83000,61,8,33,3,12,20391.076923076922,1,0.2935300661631243
BMW,3 Series,2018,205744,6,Красный,2,1,4,509000,63,0,1,1,8,22860.444444444445,0,0.59560974552704
Lada,Largus,2024,49648,10,Красный,1,1,8,558000,68,8,33,1,2,16549.333333333332,0,1.9733708062532938
Nissan,X-Trail,2017,192170,2,Синий,3,0,12,427000,74,11,61,4,9,19217.0,0,0.5114122437805838
Exeed,LX,2017,140046,9,Серебристый,1,1,6,697000,66,3,31,2,9,14004.6,1,0.8846834099752389
Changan,CS35 Plus,2021,87121,1,Белый,2,0,4,807000,48,1,9,0,5,14520.166666666666,1,0.9675702753529166
Exeed,RX,2012,285576,1,Серебристый,3,0,2,188000,69,3,44,2,14,19038.4,1,0.23666104261627316
Mercedes-Benz,GLE,2014,30245,4,Белый,4,1,11,402000,95,10,22,0,12,2326.5384615384614,1,0.4427122813541383
Changan,UNI-K,2021,75563,2,Серебристый,1,0,3,949000,63,1,58,2,5,12593.833333333334,1,1.1663414486571522
BMW,X5,2020,125387,6,Красный,2,0,9,989000,61,0,63,1,6,17912.428571428572,0,1.1605247391798368
Changan,CS35 Plus,2020,109409,9,Белый,2,0,9,1264000,46,1,9,0,6,15629.857142857143,1,1.515500406500727
BMW,3 Series,2023,40641,1,Красный,1,0,2,1096000,54,0,1,1,3,10160.25,0,1.2824917113902472
Changan,UNI-K,2016,132880,1,Серый,2,0,5,448000,62,1,58,3,10,12080.0,1,0.5506016533176018
Kia,Sportage,2016,104336,1,Синий,2,1,8,382000,82,7,50,4,10,9485.09090909091,0,0.4392176999843718
Chery,Tiggo 8,2022,92549,10,Серебристый,2,1,9,1372000,59,2,54,2,4,18509.8,1,1.6723729543496983
Chery,Tiggo 7 Pro,2023,69977,10,Белый,1,0,2,1781000,43,2,53,0,3,17494.25,1,2.1833472269896532
Hyundai,Tucson,2017,201173,10,Черный,2,0,3,689000,22,6,56,5,9,20117.3,1,0.8324659879404903
Chery,Tiggo 7 Pro,2023,64772,6,Белый,1,1,3,1177000,69,2,53,0,3,16193.0,1,1.442897072524886
UAZ,Pickup,2019,167504,7,Красный,2,1,3,236000,67,14,39,1,7,20938.0,0,0.9011147494473537
Exeed,TX,2025,17548,4,Черный,1,1,3,1425000,74,3,51,5,1,8774.0,1,1.7658845113943609
Haval,Dargo,2015,157529,8,Синий,3,0,2,523000,45,5,17,4,11,13127.416666666666,0,0.6472539712322697
Skoda,Rapid,2023,58223,8,Серебристый,1,0,2,1864000,35,12,45,2,3,14555.75,1,2.1943083467801086
